rank,doc_idx,lda_cluster,lda_topwords,lda_maxtheta,lda_entropy,embed_pred_cluster,embed_topwords,true_group,lda_cluster_as_group,embed_pred_as_group,text
2099,8839,18,god jesus church bible christ christian,0.332,0.595,16,people god does believe evidence say,soc.religion.christian,soc.religion.christian,alt.atheism,bit essence marriage people commitment people claim married hearts willing marriage recognized church state evidence commitment isn really obvious situations christian marriage possible civil church desert island state marriage unjust reason laws marriage legal concept common law marriage meant ensu
2100,5015,9,edu com mail information send list,0.332,0.554,15,don just like know think good,sci.space,comp.sys.mac.hardware,rec.motorcycles,post referred michael adams nick completely error nick adams film early remember johnny country michael email address probably helped confuse things mind purely user error sorry
2101,7339,16,people god does believe evidence say,0.332,0.664,15,don just like know think good,talk.religion.misc,alt.atheism,rec.motorcycles,andy current theories hypotheses posting aware fact claims assembled randomly amino current thinking based came assembled kind primitive translation respond
2102,10060,18,god jesus church bible christ christian,0.332,0.598,15,don just like know think good,soc.religion.christian,soc.religion.christian,rec.motorcycles,takes load don want live forever wish christians held view walk campus spring really think limited respect teaching children criminal ideas young mind rely positive aspects religion win faith tim
2103,3531,9,edu com mail information send list,0.332,0.556,11,image software available ftp files graphics,comp.windows.x,comp.sys.mac.hardware,comp.graphics,folks information location information reference material following file formats pcx quite appropriate place ask questions let know appropriate accept apologies advance thanks help
2104,3838,12,key encryption chip clipper keys privacy,0.332,0.588,7,time use used number point different,sci.crypt,sci.crypt,rec.autos,just little wasn government required standard gauge didn improve things don misunderstand utter suspicious clipper chip hold design secret work law says discoveries people working government public domain nih class library des designs published place considered fairly strong stronger
2105,172,15,don just like know think good,0.332,0.517,11,image software available ftp files graphics,comp.os.ms-windows.misc,rec.motorcycles,comp.graphics,looking program called line mail reader windows using mail packets knows good mail readers let know thanks kevin
2106,5933,11,image software available ftp files graphics,0.332,0.549,15,don just like know think good,comp.windows.x,comp.graphics,rec.motorcycles,hello built mips platform send email don read group bunch questions thanks
2107,5792,7,time use used number point different,0.332,0.545,5,drive card scsi disk dos windows,comp.sys.mac.hardware,rec.autos,comp.sys.ibm.pc.hardware,subject says like details upgrade board makes equivalent plus identify board clips periodically remove clip entirely easy thing clean legs larry book asserts occasionally problem upgrades legs causing unusual errors like permanent think fairly easy socket currently modify board plug sure work aren a
2108,3562,1,space nasa launch earth satellite shuttle,0.331,0.534,15,don just like know think good,sci.space,sci.space,rec.motorcycles,catch boot purposes contest probably compete afford ride lower priced delivery systems demand develop new course low priced existed demand wonder way contest encourage low cost payload delivery systems accounting methods probably work example allow rockwell loan engines forth depends soon new launch
2109,8611,13,team game year games play season,0.331,0.568,15,don just like know think good,rec.sport.baseball,rec.sport.hockey,rec.motorcycles,hand juan probably does shot actually eric duke edu marxist sort paris internet comes close
2110,5579,8,president government people said program money,0.331,0.576,15,don just like know think good,talk.politics.mideast,talk.politics.misc,rec.motorcycles,dear friends graduate student education university requirements research class music education designed data research project study intends determine techniques used teach music experience music education like help project help appreciated want exchange ideas subject matter feel welcome working area
2111,5473,5,drive card scsi disk dos windows,0.331,0.612,11,image software available ftp files graphics,comp.graphics,comp.sys.ibm.pc.hardware,comp.graphics,hello just bought copy disagree good book unfortunately looking graphics feature described book mode easy accomodate pixel color attributes modes interested haven finish book author didn talk mode svga modes know good book dealing fast svga graphics scrolling good stuff send mail programming guide s
2112,1102,16,people god does believe evidence say,0.331,0.647,15,don just like know think good,alt.atheism,alt.atheism,rec.motorcycles,thing islamic bank bank operates according rules islam regard explicitly bank case crap motivated motives international banks emphasis dealing intelligence services various governments childish propaganda really ought life wasting typing thousands islamic banks operating world want talk corrupted ba
2113,9665,5,drive card scsi disk dos windows,0.331,0.605,11,image software available ftp files graphics,comp.graphics,comp.sys.ibm.pc.hardware,comp.graphics,need help upgrading animation video editing stand looking different type roll cuts station like controlled computer brand doesnt matter maybe mac amiga low end high end helpful use use mail requirements used hardware software necessary set need info mail washington edu thanks advance
2114,2752,8,president government people said program money,0.331,0.531,0,israel turkish armenian jews war israeli,talk.politics.mideast,talk.politics.misc,talk.politics.mideast,today posting end read money order create jobs residents active policy israeli administration regard jewish residents past governments funds cheap read affordable housing infrastructure investment creating industry generated income jobs years remain middle sized industries jewish settlements bedroom
2115,3066,15,don just like know think good,0.330,0.559,18,god jesus church bible christ christian,soc.religion.christian,rec.motorcycles,soc.religion.christian,dear fellow netters time time term like similar occurred posts group know movement called like jesus believe trinity plans change aware person church holds view trinity near future discuss item feel shall ask friends group background information anybody tell basic reasons holding belief jesus vice v
2116,9255,14,gun law guns government people state,0.330,0.524,15,don just like know think good,talk.politics.guns,talk.politics.guns,rec.motorcycles,look figure reliable means keeping guns away bad people interfering good people think problem methods using don trick don manufacture don sell don import japan did required near total isolation rest world centuries guns far fewer far people die hunting weapons allowed course long big require shots t
2117,8902,8,president government people said program money,0.330,0.586,16,people god does believe evidence say,talk.politics.misc,talk.politics.misc,alt.atheism,argument slavery dying institution historians mainly sought attention institution central issue civil war fact argument best recent scholarship years demonstrates sugar tobacco economy reliance slavery increasingly dominant south prior civil war south did receive massive momentum capital intensive g
2118,3844,2,car new bike price sale cars,0.330,0.574,15,don just like know think good,comp.sys.mac.hardware,misc.forsale,rec.motorcycles,meg simms trying sell like months old lifetime simms consider reasonable offers mail dave
2119,4129,15,don just like know think good,0.330,0.616,17,power use water ground wire used,sci.med,rec.motorcycles,sci.electronics,want try canadian counter product called water compared compatible
2120,7356,8,president government people said program money,0.330,0.568,0,israel turkish armenian jews war israeli,talk.politics.mideast,talk.politics.misc,talk.politics.mideast,accomplished criteria remember children bring stress alternative consider financial sexual act performed partners different ethnic backgrounds plan entitled peace income sexual security piss short time israeli gets screwed palestinian visa versa eligible income keeping spirit times tax expense polic
2121,8852,15,don just like know think good,0.330,0.510,18,god jesus church bible christ christian,soc.religion.christian,rec.motorcycles,soc.religion.christian,hard time understanding attitude gospels bit accurate little doubt jesus hell reality teacher wise loving thing people audience headed warn cruel believe place exists remain quiet scenario respect justified jesus knew place hell spoke just scare people unless accuse jesus encourage reconsider loving
2122,4594,6,window server motif widget use application,0.330,0.474,11,image software available ftp files graphics,comp.os.ms-windows.misc,comp.windows.x,comp.graphics,looking program let use windows common dialog box select file use running dos app basically dos apps use different files accept file command line parameter way know easily running windows set file additional parameters point type file problems remember file exactly located nice directories having us
2123,5410,2,car new bike price sale cars,0.330,0.558,9,edu com mail information send list,comp.sys.mac.hardware,misc.forsale,comp.sys.mac.hardware,edu hung date apr gmt organization california state university message edu newsgroups comp sys mac hardware kong buy cheap based computer experience buy macintosh winter kong saw price mac classic kong price buy recommended buy mac kong mac popular hung hello disagree regarding assessment macintosh 
2124,6621,6,window server motif widget use application,0.330,0.621,11,image software available ftp files graphics,comp.windows.x,comp.windows.x,comp.graphics,time asked software recommendations allow run home sparc office thanks replies majority people recommended ncd received yesterday installed sparc unix install consists copying files local bin directory ordered windows version came slick windows installation problem home directory line display export
2125,6987,15,don just like know think good,0.330,0.549,1,space nasa launch earth satellite shuttle,sci.space,rec.motorcycles,sci.space,spacecraft shut funding cuts example couldn magellan just told safe mode stay venus low power use mode maybe years funding gets restored economy gets better hopefully turned matter exactly apollo lunar experiments turned just political used congress funds turning keeps scientists hair heard argument
2126,3644,9,edu com mail information send list,0.330,0.649,15,don just like know think good,talk.politics.mideast,comp.sys.mac.hardware,rec.motorcycles,freeman constructive time engaging fantasy particular arafat john
2127,4053,2,car new bike price sale cars,0.330,0.542,15,don just like know think good,rec.motorcycles,misc.forsale,rec.motorcycles,thought best bike ridden mind ridden bikes mistaken thread group point
2128,5206,17,power use water ground wire used,0.330,0.498,15,don just like know think good,sci.electronics,sci.electronics,rec.motorcycles,let live just real storage scope just long actually isn usually special makes storage tube work screen placed just charged electron beam writes trace trace written screen separate low level flood electron gun keeps image exciting areas written areas storage screen problems resolution limited compare
2129,1164,7,time use used number point different,0.329,0.574,4,health medical disease use patients food,sci.med,rec.autos,sci.med,attending summer note conference immediately preliminary program registration materials international conference intelligent systems molecular biology washington july sponsored national health national library medicine department energy office health environmental research society american associati
2130,91,16,people god does believe evidence say,0.329,0.554,18,god jesus church bible christ christian,alt.atheism,alt.atheism,soc.religion.christian,saying physical adam eve humans direct human beings able wives couldn sisters didn daughters non humans genesis days adam years sons daughters
2131,5392,4,health medical disease use patients food,0.329,0.565,15,don just like know think good,sci.med,sci.med,rec.motorcycles,yeah diet load crap children diagnosed add placed diet improvement intellectual social skills fact continue decline course parents approach expense children development value interesting anecdotal results people believe want
2132,4757,9,edu com mail information send list,0.329,0.508,2,car new bike price sale cars,misc.forsale,comp.sys.mac.hardware,misc.forsale,looking save money man mail food twice dollar mail dollars sounds like great deal send salt lake city utah money form money order personally trust person send money sent let earn trust send dollar send store talk mail edu
2133,317,5,drive card scsi disk dos windows,0.329,0.560,17,power use water ground wire used,sci.electronics,comp.sys.ibm.pc.hardware,sci.electronics,trying figure operate pioneer bought surplus store kind viewing ordering connector power panel power light comes activity door doesn open experience unit ideas obtain documentation
2134,6262,7,time use used number point different,0.329,0.536,15,don just like know think good,talk.politics.guns,rec.autos,rec.motorcycles,alcohol banned today difficult manage large scale smuggling operation cops rank just narrow military communications intelligence gathering similar marijuana country greatly decreased value pound low compared cocaine simply worth risk domestic pressure domestic notwithstanding economical note domesti
2135,9044,6,window server motif widget use application,0.329,0.538,11,image software available ftp files graphics,comp.graphics,comp.windows.x,comp.graphics,looking graphics cad package unix box file records like count integer entity string entity string type string produce networked graph represented boxes circles represented lines width line determined different line type type boxes need identified entity number entities nice tool line cross did good 
2136,6756,2,car new bike price sale cars,0.329,0.654,15,don just like know think good,rec.motorcycles,misc.forsale,rec.motorcycles,yes unfortunately concept owner car responsible actions authorized user car biggest arguments photo radar systems trouble recourse mis issued ticket error computer follow city chicago informal motto city works issues dozens parking tickets year people set foot tire city
2137,4839,6,window server motif widget use application,0.329,0.610,11,image software available ftp files graphics,comp.windows.x,comp.windows.x,comp.graphics,buy bigger powerful server machine significant drop price year year link want use isdn costly bandwidth limited lies seeing link used traffic goes hmmm centre traffic running standard windows programs like word sort packets size link average traffic flow going network high low points mean network th
2138,5813,6,window server motif widget use application,0.329,0.521,11,image software available ftp files graphics,comp.graphics,comp.windows.x,comp.graphics,looking algorithm generate good cross section rgb colours given limited colour map size problem writing application colors want use colormap palette application like contain spread colours visible spectrum use rgb cube problem lot colours identical human eye
2139,248,17,power use water ground wire used,0.329,0.551,15,don just like know think good,sci.electronics,sci.electronics,rec.motorcycles,notice lot electronics questions people obviously tuned electronics simple answers require circuit diagram network don write send self addressed stamped answer questions willis circle network quicker easier free christopher wolf electrical engineer mtu edu
2140,4496,5,drive card scsi disk dos windows,0.328,0.626,2,car new bike price sale cars,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,misc.forsale,teh upgrade does include new sticker cover centris
2141,5234,10,said people went didn came told,0.328,0.566,15,don just like know think good,rec.motorcycles,talk.religion.misc,rec.motorcycles,missed article viking little dragon head style later copied indian round covers accident deleted forget line reasoning animal decides genetics putting mere road loose rocks just like bad concrete jumped fence came saw jump fence went gas feet ahead good damn literally damage bent case guard severely
2142,3359,14,gun law guns government people state,0.328,0.579,15,don just like know think good,talk.politics.guns,talk.politics.guns,rec.motorcycles,think pretty love royal willing throw freedom speech sake protecting reputation royal british government advertised american newspapers send gun defend british home british civilians faced threat invasion need arms defense homes wwii american november publications act misuse drugs act used justifica
2143,5526,7,time use used number point different,0.328,0.512,16,people god does believe evidence say,talk.politics.misc,rec.autos,alt.atheism,fact matter poverty related social political economic strongly related virtually major including england revolution france russia china occurred economies substantial long term growth poverty declining sets massive coupled perception social change possible poverty main engine social typical historic
2144,5879,7,time use used number point different,0.328,0.578,15,don just like know think good,talk.religion.misc,rec.autos,rec.motorcycles,slightly different note buildings state big numbers roof manhattan near garden city garden city nice black building
2145,3674,9,edu com mail information send list,0.328,0.640,15,don just like know think good,sci.electronics,comp.sys.mac.hardware,rec.motorcycles,yes does directions dayton thanks
2146,4956,9,edu com mail information send list,0.328,0.529,5,drive card scsi disk dos windows,misc.forsale,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,software tape drives currently used vms sale scsi tape drives working condition compression plus shipping cod certified checks units sold contact interested dick internet com uucp uunet office hudson fax
2147,8153,16,people god does believe evidence say,0.328,0.642,15,don just like know think good,talk.politics.guns,alt.atheism,rec.motorcycles,heat tops cold bastard list unbelievable countries morals low death innocent people viewed jmd handheld com
2148,4202,8,president government people said program money,0.328,0.627,15,don just like know think good,talk.politics.misc,talk.politics.misc,rec.motorcycles,thoughts going count bodies press white house staff junior senator king just curious bias going numbers brought
2149,10075,7,time use used number point different,0.328,0.729,18,god jesus church bible christ christian,soc.religion.christian,rec.autos,soc.religion.christian,mistaken jewish family names cohen considered legitimate indicators descent aaron family names considered legitimate indicators descent main legal issue priesthood supposed involve finding red used purpose years ago
2150,9615,14,gun law guns government people state,0.328,0.541,5,drive card scsi disk dos windows,comp.sys.ibm.pc.hardware,talk.politics.guns,comp.sys.ibm.pc.hardware,excerpts netnews comp sys ibm hardware apr amd clones legal upenn edu true read article send district court judge william san francisco threw jury verdict prohibiting amd using
2151,6084,9,edu com mail information send list,0.327,0.564,5,drive card scsi disk dos windows,comp.os.ms-windows.misc,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,upgrade visual products follows standard edition list price upgrade competitive upgrade professional edition list price upgrade competitive upgrade includes upgrades language products like michael hewlett packard try cover ass information networks division certainly support right road cup com
2152,9138,11,image software available ftp files graphics,0.327,0.557,7,time use used number point different,comp.graphics,comp.graphics,rec.autos,problem certain solving correct way wondering shed light point right place look ray imaging camera tube hole passing right angle tube axis image ray source screen tube know source screen centre distance radius tube radius hole calculations based image hole screen calculations mathematically highly c
2153,1284,10,said people went didn came told,0.327,0.607,15,don just like know think good,talk.politics.misc,talk.religion.misc,rec.motorcycles,witness tell burning truck dead kind witnesses talking witnesses accident directly involved emergency room doctors used trial don new trial screwed forgot witnesses talking new expert witnesses offer new interpretations data note loser witnesses grounds new trial loser new trial doing loser winner c
2154,5936,13,team game year games play season,0.327,0.491,15,don just like know think good,rec.sport.hockey,rec.sport.hockey,rec.motorcycles,clear trying say asked heard hockey played smythe division think response asked person played west division naming divisions long dead unnecessary hardly established situation existed prior smythe stanley cup challenge team successfully mount challenge dear founders did challenge created closed leag
2155,9535,15,don just like know think good,0.327,0.547,0,israel turkish armenian jews war israeli,talk.politics.mideast,rec.motorcycles,talk.politics.mideast,syria expansion author writes thought zionism racism wrong correct time zionism racism mcgill daily student newspaper mcgill proud print article saying want copy send mail
2156,98,5,drive card scsi disk dos windows,0.327,0.593,17,power use water ground wire used,sci.electronics,comp.sys.ibm.pc.hardware,sci.electronics,posted friend hello like know experience having board capacitors inside cmos chip power lines say lot space left pad limited design data effect breakdown info pointers appreciated
2157,10036,2,car new bike price sale cars,0.327,0.635,15,don just like know think good,rec.autos,misc.forsale,rec.motorcycles,understand working double battery super high engine bit lots communication equipment works color selection limited problem guy avenue clinton time lincoln time knowledge know does conversion work things like hot chevy sold middle east things like parties manufacturer maybe need buy specific package 
2158,8263,17,power use water ground wire used,0.327,0.617,15,don just like know think good,sci.electronics,sci.electronics,rec.motorcycles,joking entire internet flaming ahh remember company introducing pink colored resistor electronics working females
2159,3135,8,president government people said program money,0.327,0.552,9,edu com mail information send list,misc.forsale,talk.politics.misc,comp.sys.mac.hardware,spending summer washington working does summer like area august mail pertinent info purdue edu
2160,7567,7,time use used number point different,0.327,0.581,17,power use water ground wire used,sci.crypt,rec.autos,sci.electronics,note cable completely misunderstood said math frequently noted wrong better check calculations assume means bits assume start protocol overhead effective number bytes second let assume want transmit speech stereo send samples sec corresponds frequency low especially think bit low quality sound furth
2161,7639,7,time use used number point different,0.327,0.525,15,don just like know think good,comp.os.ms-windows.misc,rec.autos,rec.motorcycles,clones count quite poor trying clone goes regular modifications does require patience questions come mid real quick like version adobe clone aside level level issues adobe past released new code modifications upgrades fixes just software vendors level stuff sound assure changes frequent customer lis
2162,8191,2,car new bike price sale cars,0.327,0.518,7,time use used number point different,misc.forsale,misc.forsale,rec.autos,hello following sale books perfect condition interested mail rpi edu telescope hard cover surface physics soft cover physics matter introduction soft cover physics hard cover general relativity hard cover non soft cover advances atomic molecular physics vol hard cover advances atomic molecular physi
2163,2093,14,gun law guns government people state,0.327,0.529,15,don just like know think good,talk.politics.guns,talk.politics.guns,rec.motorcycles,talk politics guns ssd intel com kirk apr pro gun posters group guns terminator aka owned firearms years posting group example worth firearms sort long time readers group know dedicated rkba toys freedom
2164,4998,15,don just like know think good,0.326,0.519,16,people god does believe evidence say,soc.religion.christian,rec.motorcycles,alt.atheism,typical statement irrational person bible written male thousands years ago holy books follow parts think suitable modern life ignore heaven sake don literally think easy muslim commandments older christ opinion follow says intrinsically good christ sinners allow concept god opinion atheist easy task
2165,7948,15,don just like know think good,0.326,0.603,5,drive card scsi disk dos windows,sci.electronics,rec.motorcycles,comp.sys.ibm.pc.hardware,sure needs way converter wants ttl suggest cheap germany chip needs ttl converter uses btw compatibles expensive usa paid harris absolutely compatible
2166,8087,2,car new bike price sale cars,0.326,0.652,11,image software available ftp files graphics,sci.electronics,misc.forsale,comp.graphics,want start dsp project music stereo cassette chip set development kit compiler mix music ideally converters dsp compiler rough estimate cost appreciated thanks advance
2167,897,9,edu com mail information send list,0.326,0.515,15,don just like know think good,rec.autos,comp.sys.mac.hardware,rec.motorcycles,neil williams writes long subject years ago riding toyota pickup heading south north seattle threw rock hit windshield accident sure impossible quickly did figured kids reported left couple years ago killed guy company mid left wife children turned blocks away caught year old did cover don think for
2168,1735,12,key encryption chip clipper keys privacy,0.326,0.484,14,gun law guns government people state,sci.crypt,sci.crypt,talk.politics.guns,hits land record access isn supposed warrant rule today evidence think unless judge ordered think warrant illegal cops record today plain cellular calls ask judge hey permission listen tapes long think legal police record encrypted conversations violating privacy read encryption warrant usual good f
2169,2995,6,window server motif widget use application,0.326,0.620,11,image software available ftp files graphics,comp.windows.x,comp.windows.x,comp.graphics,looking software draw graph want just list edges program come reasonable positioning thanks advance
2170,3709,2,car new bike price sale cars,0.326,0.560,15,don just like know think good,sci.electronics,misc.forsale,rec.motorcycles,fellow info extra real time programming embedded sensors storage extra voice control telescope articles labels torn cut missing pages like trade condition labels mail mail mutual trust kinda don actually throw away
2171,1463,9,edu com mail information send list,0.326,0.613,13,team game year games play season,rec.sport.baseball,comp.sys.mac.hardware,rec.sport.hockey,post game interview claimed best manager explaining history blow losing tigers tim timothy law snyder department computer science georgetown university washington
2172,5881,8,president government people said program money,0.326,0.542,15,don just like know think good,talk.politics.misc,talk.politics.misc,rec.motorcycles,saying limited government provide opportunities private interests use pursue asking libertarians prove happen offer proof pretty damn plausible government does regulate particular area tool private interests pursue area suspect sort government likely tool tool instances suspect improvement human con
2173,1001,5,drive card scsi disk dos windows,0.326,0.579,7,time use used number point different,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,rec.autos,anybody point right direction information protected mode interested protected mode viewed point view
2174,2197,13,team game year games play season,0.326,0.604,15,don just like know think good,rec.sport.baseball,rec.sport.hockey,rec.motorcycles,vote goes indians red uniforms said felt like big red blood
2175,3180,10,said people went didn came told,0.325,0.610,15,don just like know think good,alt.atheism,talk.religion.misc,rec.motorcycles,cwru edu keith ryan cwru edu rush stanford edu stanford edu sadly yes don loose sleep old just fun basically harmless don work city don hard believe ole really believes hate ignorant writes thought people worse say men long doesn proceed pick rifle start shoot women strike aka canada slaughter occur
2176,1384,13,team game year games play season,0.325,0.579,15,don just like know think good,talk.politics.misc,rec.sport.hockey,rec.motorcycles,did don answer number libertarians fans vice versa know number fans baseball fans don plan posting red sox schedule
2177,1443,2,car new bike price sale cars,0.325,0.618,15,don just like know think good,rec.motorcycles,misc.forsale,rec.motorcycles,actually beleive normally means driving impaired does states lived necessarily impaired drugs sleep total moron surprised got hook confined randy davis email randy com pilot uunet ucsd randy dod
2178,4830,16,people god does believe evidence say,0.325,0.631,15,don just like know think good,talk.religion.misc,alt.atheism,rec.motorcycles,deleted deleted laugh tony shit bothers listen causes grave doubts future just branch davidians jim jones charlie manson uncle wolf member grand california southern beliefs teachings
2179,9520,5,drive card scsi disk dos windows,0.325,0.552,6,window server motif widget use application,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,comp.windows.x,don usually subscribe newsgroups really appreciate possibly mail answer problem using windows buying winter just come annoying bug different groups program manager everytime install new makes new group promptly disappears turn windows happened installed excel pro created groups turned windows gone m
2180,276,15,don just like know think good,0.325,0.495,16,people god does believe evidence say,talk.politics.misc,rec.motorcycles,alt.atheism,reasonable doubt dates human rights time civil rights civil rights issued state strings attached choose said rights means determined needs state guilt innocence traditional sense subjective objective make harder right sacrificed wrong really small price pay common good don think
2181,3586,15,don just like know think good,0.325,0.511,9,edu com mail information send list,sci.electronics,rec.motorcycles,comp.sys.mac.hardware,message going international circuits systems held chicago checking people interested getting pickup game soccer hours conference mail macs mcgill bring ball know going conference know soccer players pass message chicago going conference let know field near hotel play thanks bye
2182,9415,15,don just like know think good,0.325,0.584,11,image software available ftp files graphics,comp.os.ms-windows.misc,rec.motorcycles,comp.graphics,margin problem ages finally got hold shareware binary editor exe setup facility force default code search change offending bytes viola guys options interested problem ugly head certain printers using old epson remember
2183,3606,9,edu com mail information send list,0.324,0.509,15,don just like know think good,comp.graphics,comp.sys.mac.hardware,rec.motorcycles,binary forget answer question life universe quote douglas adams round way course question discovered discovered sort question times arthur dent unfortunately inaccurate effort discover question begun effort believe likely far longer universe fact mark wilson online computer systems try email address
2184,2025,8,president government people said program money,0.324,0.617,15,don just like know think good,rec.sport.baseball,talk.politics.misc,rec.motorcycles,lived boston area years talking new boston garden hockey basketball lived day overcome day new fans stadium called year nearly long preliminary proposals new stadium local politics prevents timely fashion new lifetime
2185,6711,1,space nasa launch earth satellite shuttle,0.324,0.578,8,president government people said program money,sci.space,sci.space,talk.politics.misc,interesting opinion piece business section today times thursday april thought post flame wars mean reasoned debate let saying largely agree space age sense decades ago projects like space station miss point time reading example new weekly physics update net clear day lies fine manipulation matter in
2186,6336,7,time use used number point different,0.324,0.570,15,don just like know think good,sci.crypt,rec.autos,rec.motorcycles,collect data making sense matter sci crypt graduate major strong math background experienced programmer taking cryptology course alleged nsa filters sci physics major new age talking silly things like person expectations colors sees talk religion physics enjoys interesting idea science write occasio
2187,5250,11,image software available ftp files graphics,0.324,0.606,5,drive card scsi disk dos windows,misc.forsale,comp.graphics,comp.sys.ibm.pc.hardware,sale pen based electronic brand new sharp link software cable measures fits pockets ram available user pen touch screen input pointing drawing keyboard big touch type screen windows pop menus excellent alarms telephone directories user configurable databases word processor formatting drawing utility
2188,6870,7,time use used number point different,0.323,0.560,13,team game year games play season,rec.sport.baseball,rec.autos,rec.sport.hockey,single piece evidence points major league baseball offense defense run scored just important run prevented certainly passes common sense test statistical evidence say percent defense pitching percent fielding really like know btw thanks data fascinating chapters palmer hidden game titled pitching ba
2189,3207,4,health medical disease use patients food,0.323,0.557,16,people god does believe evidence say,soc.religion.christian,sci.med,alt.atheism,told planned style values free methods teach technology advise kids make choices actually pregnancy rates posted long article happy email copy interested article included sources contact information research statements outstanding source info acquiring related single copy quantities home use researc
2190,1167,14,gun law guns government people state,0.323,0.622,15,don just like know think good,rec.motorcycles,talk.politics.guns,rec.motorcycles,saw today newspaper fortune bars england said drunk away insurance payment years banned wednesday pub england wales david roberts awarded cash compensation losing leg motorcycle accident spent virtually court england told judge malcolm banned roberts bars england wales months years started pub
2191,1740,13,team game year games play season,0.323,0.725,9,edu com mail information send list,soc.religion.christian,rec.sport.hockey,comp.sys.mac.hardware,definition cell church group gets indianapolis week attendance
2192,5601,7,time use used number point different,0.323,0.480,2,car new bike price sale cars,rec.autos,rec.autos,misc.forsale,sounds like neat cars fun drive sold remember correctly believe engine parts older models parts harder come later models parts general difficult time carried stuff including brand new long block hmm spelling looks project
2193,5713,9,edu com mail information send list,0.323,0.670,5,drive card scsi disk dos windows,comp.sys.mac.hardware,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,days ago powerbook starts freeze seconds stays alive long program actively running long mouse moved did experience similar problems known fixes reply email read newsgroup normally regards mike fisher frank senior research fellow institute manufacturing technology technological university avenue tel 
2194,520,16,people god does believe evidence say,0.323,0.541,14,gun law guns government people state,sci.crypt,alt.atheism,talk.politics.guns,falls aclu doesn mean aclu eff effective instrument win hearts minds favor access cryptography precisely like cryptography makes censorship impossible stand attempt generate broad consensus favor encryption true context public debate dangerous red herring advocates strong crypto better prepare answe
2195,2413,7,time use used number point different,0.323,0.609,1,space nasa launch earth satellite shuttle,sci.space,rec.autos,sci.space,posted internet edu lunar operation model david mitchell march introduction order increase public space based lunar operations real lunar like environment constructed test operated models models remotely controlled individuals located world wide using personal computers purposes does provide test be
2196,7918,11,image software available ftp files graphics,0.323,0.641,2,car new bike price sale cars,misc.forsale,comp.graphics,misc.forsale,tapes left postage paid multiple orders appreciated necessary package deals welcome thanks chris
2197,6309,11,image software available ftp files graphics,0.323,0.648,2,car new bike price sale cars,comp.sys.mac.hardware,comp.graphics,misc.forsale,mail post cheap source ink original preferred settle party brands good quality steve
2198,1154,15,don just like know think good,0.323,0.523,12,key encryption chip clipper keys privacy,sci.crypt,rec.motorcycles,sci.crypt,getting really questions reverse engineering let just point exist gate arrays known security fuse programmed verified programming makes impossible read programming device ignoring reverse engineering questions speaking experience completely designs seven years ago disk file backups bad devices secur
2199,4868,14,gun law guns government people state,0.323,0.615,15,don just like know think good,talk.politics.guns,talk.politics.guns,rec.motorcycles,line pink believe gun control gun wanna controlling
2200,2078,17,power use water ground wire used,0.323,0.570,5,drive card scsi disk dos windows,comp.sys.mac.hardware,sci.electronics,comp.sys.ibm.pc.hardware,quick query powerbook gurus tom post alternative powerbook battery options mentioned exist versions powerbook batteries amp hour amp hour amp hour know determine battery looked battery obvious exterior indication contacted tom information macuser didn know know answer thanks christopher
2201,6367,15,don just like know think good,0.323,0.570,12,key encryption chip clipper keys privacy,sci.crypt,rec.motorcycles,sci.crypt,occurs wiretap order escrow houses release code cops code longer secure good point hands cops sure time good security good escrow houses expect cops honest risks face day media time sorts discrimination expect human lots cases police abuses ranging protection outright worked local radio shack alarm 
2202,577,12,key encryption chip clipper keys privacy,0.322,0.665,10,said people went didn came told,sci.crypt,sci.crypt,talk.religion.misc,sounds like old episode joe went apartment prime suspect answered door gave permission search apartment worked california understand law authority grant permission search space rented party provided default sure provide master key shown search warrant search supposed point question did user rent dis
2203,5846,15,don just like know think good,0.322,0.574,5,drive card scsi disk dos windows,comp.sys.mac.hardware,rec.motorcycles,comp.sys.ibm.pc.hardware,looking recommendations experiences bringing macintosh cpus token ring nets point right direction information
2204,559,9,edu com mail information send list,0.322,0.557,16,people god does believe evidence say,soc.religion.christian,comp.sys.mac.hardware,alt.atheism,greetings like touch people consider christians define arts topics discussion particular art view relationship christianity art view relationship christianity art christian participate shouldn christian participate biblical views pro example heard fellow tried christ thing wasn aside involved offici
2205,7666,12,key encryption chip clipper keys privacy,0.322,0.636,7,time use used number point different,sci.crypt,sci.crypt,rec.autos,said berkeley edu given description algorithm given plausible agreed bandwidth advance parties standard shared symmetric key
2206,6894,7,time use used number point different,0.322,0.603,16,people god does believe evidence say,talk.religion.misc,rec.autos,alt.atheism,text pertaining modes material nature subject matter modes material nature pure state spiritual existence free ideas gain protection van established self translation deal mainly subject modes material nature modes free gain safety established self material activities involve actions reactions modes 
2207,5366,7,time use used number point different,0.322,0.565,15,don just like know think good,sci.electronics,rec.autos,rec.motorcycles,does know source modem chips used modems ideally small quantity mail order years buying distributor marshall hundreds kits orders dropped point longer afford offer service distributors checked crazy minimum order like source interested building kits suggestions
