text,stars
"Been here before food is ok not the best sushi rolls in town for sure . This time I sat at the bar And sushi chefs were totally out of touch and I practically had to yell at them to get my rolls, but the retarded thing is me and my friend were the only guys at the freaking bar.",1
"I can't even think to give this place a one star let alone half. The most gross food I have ate in Vegas!!they say angus meat and fresh patted daily, big ass lie! Seem the lady pull it out of a plastic bag. And it tasted awful. The service is rude dirty looking people. The table was sticky, floors looked dirty.\nSave yourself the energy, gas money, and time go somewhere else I think health department would shut this place down!",1
"Tried this place a couple of times too many. It's just not that great. Pizza, salads, garlic knots... none of it stands out. Wouldn't try it again even for free. Much better places out there.",2
"This place is cute! I've come here a few times on the weekends, and have never had a bad experience. I will say, it's nothing out of the ordinary. No magic coffee or special food that puts it above and beyond the competition...but no complaints either! I DID try their BLTA (bacon, lettuce, tomato, avocado) sandwich, and it was heavenly. Would definitely order it again. They have a nice patio are where you can bring your dogs and sit and read the paper, or chat with friends. Pretty cool place!",3
"Not four seasons worthy! Food was salty and amateurish, as was the staff. the transition from the bar to the restaurant was awkward. Our sides came after the main dish had been eaten and they were the wrong side dishes, which might have been ok if the entire salt shaker had not been dumped into it! The only saving grace was the manager who realized how awful the service and food were. Don't bother driving that far north, stop when you get to Mastro's.",2
I was in the area so I tried out royal cleaners. A bit pricey I think.....the 2 out of 3 pairs of shorts I had them repair (buttons) have came off again. Being that they weren't cheap I expected a much better job,2
Ewwww! I drive by this place everyday. Thought I would give it a shot today. I took 2 bites and had to throw the rest away. I will never come here again. The owners should be embarrassed to serve this slop. I wish I could get my $7 back.,1
I enjoyed my experience very much. If I lived closer I would be there often. Great happy hour. Should consider opening a seperate location in Summerlin that does tapas. I would be there.,4
Beer was okay.... Couldn't find anything on the menu that wasn't fried or full of bread. My friend ordered a pizza and it came out wrong three times.,2
"Terrible first experience. We were so fired up for this place, but dinner was a total letdown.\n\n1) One person's dinner showed up a half hour after everyone else's. Inexcusable.\n2) No Pho. \""We ran out.\"" Whaaaaaaat?\n3) Overpriced. Significantly.\n4) Out of way too many items on the food/drink menu.\n\nPositives: really cute place, great menu with lots of variety. Some fine-tuning might be able to fix the problems. Good luck, Rice Paper.",1
"OMFG!!!!!\n\nKinda glad I don't live anywhere near this place! I'd be as big as a house. THe donuts are AMAZING!!!!! The Elvis and the Banana Cream Pie are every bit as delicious as they are beautiful. Just wish the one with the dates and blu cheese had more of a blu cheese punch. \n\nWhile the donuts are amazing, give their coffee a try! The chocolate macadamia coffee has developed into a new addiction!",5
we are huge fans of their reverse happy hour on sundays. we get great service and are out of there before the uppity crowd arrives for some fool-snobbery. ra is a great sushi staple in the valley.,4
"Pros: Clean basic rooms (the adjacent door was convenient), free WIFI, good location on the strip - especially good since it was right where the finish line for the Rock N Roll Half Marathon! Woot. \n\nCons: Wasn't the biggest fan of the lobby...found it a bit dimly lit, not lively, and didn't put me in the best mood.",3
"Good vegan junk food. Honestly, stay away from the healthier-sounding items - most of it that I've had tastes nowhere near as good as the sauce-drenched fried seitan sandwiches.",4
"Two stars at best! If your going for Frozen Hot Chocolate you'll be fine. Service good, food mediocre... They messed up seared Ahi, and it took 10 minutes to remake, it came back out on an app plate...incorrect and then took another 5 minutes to re-plate. I have had best food and managerial attention (had non here) from Denny's. Thanks Serendipity! Don't try to make a mint from a name...try some customer service please.",1
"Great ice cream, great prices! Quaint little ice cream shop. Our family of six each had a yummy dessert for under $20!",5
"Last two visits, very poor, rude service. Very disappointing. I will not be back for a long time, need to get the bad taste out of my mouth.",2
"What a disappointment. Saw on facebook that their fall produce stand was now open. Arrived to a few buckets of greens, one box of potatoes, pumpkins and jars of salsa, butters and a few other things. No one so much as greeted us or tried to assist us. We could not have purchased anything even if we had wanted to.",1
"This is one of our favorite places to go. Good food, love the omelets and of course the bacon. Good coffee. Service can depend on who's area you are seated in, but over all we haven't had a bad experience. Make sure if you go at lunch that you order before any big groups, it can take a while.",4
"I've been here twice and the food is great! But what makes this place even better is the service. They go above and beyond and just make the overall environment and experience delightful! Very clean restaurant, friendly staff and great food. This one is great to revisit.",4
"Heuuu... Que dire? Le resto est tr\u00e8s vieillot, aucun style \u00e0 l'int\u00e9rieur. Le service est moyen. La nourriture est assez ordinaire. Le seul point positif selon moi c'est qu'il est ouvert toute la nuit, les d\u00e9jeuner sont 24h et la livraison se fait jusqu'\u00e0 6h am! Quand m\u00eame...",2
"this place is not scary, as some yelp reviews stated. my one year old daughter had a blast running around and dancing in the booth. the waitresses we had were all very nice. i loved the wings, crispy goodness, and the original boli was tasty. it must be the dough they make daily. very good. my daughter loved the fried mac n cheese wedges :) i would def. go back, next time i want to try the pizza, it looked awesome!",3
These rooms are clean and dead on the strip. There is plenty to do and a good number of restraunts to choose from. We ate at the Rain Forest cafe and L'Atelier de Jo\u00ebl Robuchon. Plenty of tables and slot machines and Studio 54 and the west wing Bar were fun and entertaining. I think it is cute to have the Lion display and I love how this was the last stop on the monorail. The structure is easy to navigate thru as well.,4
"Loved it!\nVery nice place for a Sunday afternoon lunch.\nSweet and sour chicken was very tasty.\nEverything was fresh and HOT!\nGreat value,lots of food for the money. Has lunch menu every day.\nWill return for sure.",4
It's a decently good sized store with lots of cheap stuff that is almost fashionable. There were lots of people in the store and people buying quite a bit of clothes. Not certain why I ended up dropping dough but somehow I felt like I just needed to have something new to carry around and bring home I guess.,3
"If I have a Thai food craving and don't feel like driving to Lotus of Siam, Archi's satisfies the craving. You're not gonna find out of this world dishes, but the kind of dishes that have become staples of Thai food found in America. Service is always prompt and attentive and it's speedy when you're ordering takeout.",4
Great addition to the neighborhood. Good food & coffee. I wish they had longer hours because I like to eat lunch at 3:30. Or a mid afternoon tea & pastry.,4
"I love this place too, I also want to support them. Best service and delicious food",5
sehr lecker. Quzo und Knoblauch Pita zur Begr\u00fcssung. Lik\u00f6r nach dem essen. griechische Musik. grosser getrennter Raucherbereich. Und noch ein Quzo zur Rechnung. hicks,5
"Went there for a birthday party - the service was pretty ok. But the food serving was just unsatisfactory for the price. For the same price, I could have gotten a similar order but twice as much food. Nice location - but the kitchen needs to get on top of things.",3
Not sure what all of the fuss is about. Overpriced foods that I can make at home. The only thing I would actually pay for again is the green smoothie. Oh and the jicama fries are terrible.,3
"Denny's with more parking than the one on the strip. Service is still horrible, a standard Denny's signature service marker. Nothing else really different, other than the fact that you're in Las Vegas and probably need to sober up before your long drive home. It gets the job done as you would expect.",2
"this is easily my favourite place to eat in montreal, let alone the best thai i've ever had. everytime i order a veggie pad thai elsewhere, i constantly compare it to bangkok and how i'd just rather be sitting in that depressing foodcourt.",5
"Not that great, very busy and it seemed every store I entered was out of what I was looking for. Parking is horrible as well. I don't plan on ever going back to this place. I gave it two stars instead of one since the misters are nice in the summer.",2
"No words can describe how much I love this place!! Went here on a recent trip to the area, I was only in town for 4 days and had to go back twice! Growing up in a small town I always miss the breakfast place where everyone knows everyone and the servers know your order as soon as you walk in. This is that place!! The food is simple and classic.... except for the POT O BREAD!! Such a simple idea, and yet so good!!",5
"The store near Bell and 7th St. was filthy.\nThe employee making the pizza obviously had a cold or sniffles or something. Repeatedly touched his face and handled the food.\n\nMy slice of pizza was very good.\nBut the utensils were all soiled, the tables were dirty, windows dirty, etc.\n\nBeen to this and other Ray's pizza locations many times.",2
"AHHHH - I LOVE THIS PLACE.\nWhenever someone goes to Phoenix, I always tell them to hit up Culinary Dropout.\n\nFood - \nBest Prime Rib Dip Sandwich in the US. Love it, can't order anything else.\n\nDrinks - \nMarg on the rocks with a shot of Guinness Beer. Can't even thinking about having margs any other way any more.",5
"It was ok...Nothing special. I ordered an italian sub, and it was served on a bun/roll...not the Italian bread that I'm used to. I should have just gone to Jimmy Johns.",2
"We got in for free from Social House upstairs, but left pretty quickly. The club is rather small, and when we were there, it was pretty empty. I certainly wouldn't pay to come in here.",2
"This place is the best! They have a great selection of flavors that they change daily, I think.\n\nPlus it's locally owned, so that's good.",4
"Just had a GREaT experience here... I was yelled at, cursed at, watched ppl get punched, and had a very good cheeseburger at the same time. It was a lot of fun. The burger was really good for a grill & the homemade chips were off the charts! The grill was filled with men who enjoyed being yelled at by the female owner! Good times & good food! Don't take young kids",4
Huge club full of beautiful-looking girls and the creepers who like to pray on them. \n\nGot here early around 11pm and was able to get in under 30 minutes! \n\nA little on the pricey side. Guys are 75 bucks and girls 35 on the Saturday night we went.,3
"Pizza was good, a little pricy for pizza. Hubby was disappointed they don't serve beer, or coffee. Decent service just wasn`t expecting to spend $100+ on wings and 2 pizzas.",3
"It's a PITA to get in if you're with all guys as they allow only 1:1 male:female ratio. This is great because women outnumber the guys, and there is nothing worse than going into a club and being surrounded by guys (unless that's your thing). It get extremely crowded even though there are 3 different areas of the club. Tao Beach has a great view. Overall a decent Vegas club.",3
Fun pool atmosphere! Good music & wonderful staff. The property in general needs to be unkept better though!,3
"Uncle bears is pretty standard as far as breweries go. The food was what you would expect, filling and somewhat greasy. The service was great, she was very patient with me wanting to try multiple beers before picking one that I liked. It's also pretty cool that they allow dogs on the patio! San tan and four peaks are better, but overall it wasn't a bad place.",4
"Nice rooftop deck. They don't have many beers, but some different mix drinks made up for it.",3
"Trashy dive bar,.gross skanky waitresses who think they are hot,mediocre food, terrible service, only good thing is cheap drinks during happy hour.Also rude doorman.Not worth it.",1
"My family and I have been going to Balkan Bakery for two years now and its a great place for fresh baked bread. Jay is always so helpful and nice. They do run out of bread early, so get there fast.",5
"Had to wait 25 minutes to eat, which isn't a big deal, but my girlfriend and I were forgot about and skipped multiple times. Also the hostess had an attitude about it... We were sat with no silver wear. How am I supposed to eat my food, man? Good pizza, but a D- for the customer service. I'm sure there's a BJs somewhere else in town that can do you better.",2
"Very comfortable spot with a great drink selection, especially the beers on tap. I love the dungeon vibe in here, even though the brick is a facade. In fact, that's the only reason I'm taking a star off. I can pretend it's real, but would it kill this city to invest in authentic building materials? First styrofoam covered in marble and now this. When I review Grimaldi's in Summerlin, I'll be sure to deduct a star for their fake brick too. But I digress...",4
"So I've been looking for a great smoothie spot in Downtown Pittsburgh and finally found this place!!! A great selection of smoothies and the best bunch of add-ins I've seen in the city! Great for when you need a boost of any kind, and more natural than the bulk of what you'll get at any other spot nearby. Plus: the one dood with glasses is as nice as could be:) Definitely stop by!",5
"Same Kyoto bowl, in fact it was a time warp going in. I had not been to one in years, looks the same, but well worn. Food is still good, but a bit pricey for what you get.",3
So so food. Had to send back a sandwich twice. But they were very nice about it. I agree with who ever posted the comment a few weeks ago about them putting up stickers blighting the neighborhood on street signs and light poles.,2
"Great subs, but the place is filthy. Horrible service. Check out another location instead of this one. I've never seen food service staff move so quickly as when you walk in here at 20 mins. till closing time. They want you to inhale your food and get out. The have horrible Sunday hours too (close at 6 pm)",2
"We agree with all those who say Sasha is wonderful. We travel frequently on business and we try to find juice bars wherever we go. In Phoenix they are very limited and this is a good one. Sasha went out of her way to make sure we had our juices the way we wanted them and having just finished a trade show, we were very grateful. They were tasty, too! Drinking green juices and smoothies really makes a difference in our health so again, very grateful.",5
"Five of us had an A-OK lunch. I would go back. I would recommend it to friends and non-friends. They've done an excellent job with the design. The waitress was right on top of her game and friendly without being our best friend (which I almost never can stand). Did it knock my flip-flops off? No, but I was still a happy diner.",3
"not a big fan of chain sushi restaurants, this place falls into that category. This a cookie cutter sushi place. I went here only because someone else was paying. If I'm paying I usually spring for more quality where the chef puts a little more soul into his craft. If you want better sushi try a real sushi bar.",2
"Disappointment comes in small portions: I understand what they are trying to achieve. I understand they would like me to order 5-6 items, but I have no desire to spend anything over $50 for lunch. The sangria was the only morsel of hope for me to ever return. Having all the potential in the world, they could make this place fantastic. Considering my guest and I were the only ones eating in the middle of lunch hour I am positive that we are not the only ones who feel this way.",1
The ramen and the fried rise are amazing the only bad thing is the service was rude,4
"If this is your first Cirque Du Soleil show you'll probably enjoy it, it's a nice mix of their previous shows. But if you've been to previous shows like I have since Nouvelle Experience, you won't be as impressed. Their soundtrack is just ok. Prefer others. But I do think it's better than Dralion, which I felt was an overpriced for a Chinese acrobats show. \n\nUsually pretty easy to get tickets.",3
Great place with great seats. However they have a kinda scam going with the VIP seating thing. They charge a premium for these seats yet don't enforce the seating policy. So why pay extra when everyone just sits where they want anyway?\n\nIt's a mistake to park below the Epicentre complex as the traffic flow is terrible. Took us forever to get out. Next time we'll walk from a nicer parking area.,4
"This place is as bad to be expected! \n\nEssentially a warehouse stuffed with random fabric scraps, ribbon and assorted accessories. \n\nTo be honest, you better come here on a scavenger hunt, or else you will be disappointed!",3
If you're at the Vegas airport for more than a few hours to kill... this place is worth it. Food and great drinks (not just wine and beers!) are all included. Pretty relaxing environment... people are actually sleeping in these little cubby-hole sofas all around (staying pretty late at this airport). \n\nThere is definitely more cooked food than I've seen at other airport lounges. \n\nStaff is friendly and accommodating. I definitely recommend!,4
"It didn't used to be so bad, if the lines are long they go slow. There are always these hoodlum kids that loiter around outside, making the place seem unsafe and sketchy. And they hang out with their friends that work there during the night shift. Although the men employees seem to hand out free drinks alot..",2
Went to Sushi Kaya yesterday and took a few friends from out of town. I had been here before a while back and don't eat sushi too often. My friends loved it! They are frequent sushi eaters and said it was some of the best they ever had! I couldn't complain I had the sexy roll and I thought it was awesome.. the cilantro sauce was pretty good too. Great service the bussers helped out as much as our own waitress!,4
"Great burgers, waffle fries, and quick service. Much better then I expected and they have a good dinner menu and late nite burger menu also. \n\nPlus you can play keno at your table!!!",4
"Finally! A dollar store that fits the bill! This shop is nice and clean. Tidy. No mess. Great product assortment and variety of goods too. Had everything in stock that I was looking for. I really like the wide aisles to maneuver your shopping cart. Clerks were available and ready to help too. Oh, and my wait in line was just a few seconds. High five to this Dollar Tree store.. Keep it up!!",4
"This place is horrible. The food is raunchy, it comes out cold and the Restaurant was so cold inside I wore a winter jacket in the summer. Avoid this place unless you are almost starving.",1
"Loud and chaotic. Very attentive manager. But seemed to be understaffed. Everything was done at a very fast pace. Not a very relaxing atmosphere. The gnoochi were fine and the pizzas were big enough for two people but not all that tasteful. If you were looking for a sit down Italian meal and didnt want to get dressed up and get reservations, this place will do fine.",3
"Good pizza, I also like that they use the \""level up\"" app. I saved $10 on my order.",3
I'll leave one star just bc the waitress was nice. But seriously it has to be hard to make food taste that bland and unflavorful. It was horrible,1
Don't come here. They are out of everything by 6pm. Staff seemed angry the place was full. Pork chop was cooked enough for a whole pig.,1
"My opinion of this Best Western completely depends on your expectations and what you're looking for. Very reasonable price considering the free breakfast, free wi-fi, social hour, and a decent pool. We arrived with a young child however and they need a little open space which is something these rooms don't afford. Overall....pretty good, if it was just the wife and I we would return when looking more for a decent place for a great rate. If we we're back with the kid we'd pass.",4
"Always wanted to try. Not impressed. Their signature drink frozen hot drinks were somewhat a little disappointing. Too sweet, tasted like a slushy melted ice cream. We had the chicken and waffles for breakfast... Ummmm no!!! Chicken too dry, potato too dry and waffles just lack that umpf! Pricing was a little over priced for the food that you ca",2
"This place is probably a love it or hate it. It's kind of a cross between Zombie and Goth. It's pretty much a bar with a them and a small place to dance. Not my scene but I'm sure others would like it and for a local watering hole, it adds a little variety.",2
"The worst part of this airport is their designated recharge zones are cramped, awkward, and there's never any power outlets available. There are scattered power outlets in very strange places throughout the airport so if you see a bunch of unrelated travelers stand around a wall of open space, they have struck gold. Wi Fi is free!\n\nThere's a lot of cute little shops to look at including an oxygen bar, a chocolate shop, and random souvenir items.",3
Really good fried catfish! I was not really fond of catfish until I tried Jamburrito's way of serving it. The jambalaya rice makes the perfect accompaniment for the crunchy delight. The people serving the food are very friendly and the total experience definitely makes Food Truck Fridays a weekly event to look forward to.,5
"Salesman was persistent on trying to update my $19 wash to a $99 detail. He was borderline argumentative and aggressive, I would not recommend this place at all. The entire establishment is ran by shady looking people, it's not a good sign when you look at other customers and they all look nervous. The lady waiting next me mentioned how she would just be happy if all her belongings are still in the car when they were done. :(",2
This place is great for large groups & their happy hour! The separate room for teppanyaki is nice & the food tastes great. It's a bit pricey but definitely worth it!,4
"The food is terrible, the drinks are good and cheap yet I'm a chef and it's sad to see the shit they put out here",2
"What a disappointment! I have lived in the \""bubble\"" aka Ahwatukee for 21 plus years...I was hoping for a GREAT breakfast, lunch...community feel restaurant....it is corporate ALL the way...yuck. Pricey, lousy coffee, and here we go...sandwiches. Are there not enough sandwich joints yet? I went during breakfast and instead of muffins and pastries...it was cake..cookies...heavy desserts...sorry guys...you missed the mark with me.",2
"On the south side of town, this place is my favorite for seafood stews for years. Yesterday, I had gumbo that the seafood is already shell free so i could enjoy it without the hassle of a mess. It was delicious. Janet was my server: very nice as always. Nellie is my other favorite server. I also had the Pan Roast to go since it is my favorite dish. I always buy the FULL portions. The consistency here is great.",5
"What's there to say? It's a dry cleaner. It happens to be my dry cleaner of choice because it's a mere 3-minute walk from my house. I don't usually have things dry cleaned, so I cannot compare pricing. Overall... A-OK!",3
Disappointed in this sandwich bar. I had a salad which was ok - nothing to brag about. I was disappointed that the menu only had hot subs - no cold sandwiches.,2
Very fresh and Fast service.The Pho broth is perfect.The food is clean and the place is clean.What best you can expect from all Pho or Vietnamese restaurant.The only thing that did not get 5 star from me is the ambiance.Yes for restaurant is count.,4
"Man muss schon ein wenig warten, bis man seinen D\u00f6ner in der Hand h\u00e4lt, aber das Warten lohnt sich. Es gibt hier einen halben D\u00f6ner, der mit viel Liebe zubereitet wird, zu einem unschlagbaren Preis.\n\n\n Essen!",4
"Good food. They sell kids meal that is just right for me. It includes a slider (which is pretty much a full sized burger) , French fries (fresh and generous portion) and drink, for like 6 bucks. This is my favorite airport food actually. The bar next to it is a good place to hangout for a beer when waiting for your next flight.",4
"One of my favorite lounges in Vegas for the generally upscale crowd, ample seating, and elevated vantage point from the 1.5 and 3rd floors.",5
Use to use this car wash all the time a few years back now there service is slow and ridiculous because the people that work here don't hurry anymore they take there sweet a$$ time I waited almost 2 1/2 hours to get my truck washed not waxed just washed now today there's 8 cars on the lot and the wipers all at once went to take a break that's terrible customer service do it like professionals give break intervals and hurry up nobody wants sit at the car wash all day !!!!!!!,2
"I was excited that a new casino the SLS had opened in Vegas. And a new club. LIfe. I was so unimpressed and disappointed by the club. Life is a total waste of time and money. Horrible service, rude staff overpriced beyond rheir north strip ghetto local. Do not waste your time. Lame",1
"Used to love this place til their white woman employee was rude to me when I came in 30 minutes before closing. Came back a week later, told the owner, and he defended her. Nothing special about this place, so I will go to one of the other gazillion nail places in this town.",1
Can't say much more that what has already been said. Good service great food well executed.,4
"Came across this on my facebook feed and we thought we would try it today during our tour of the east side of Madison. So glad we did! The tuscan bean and kale soup was mouthwateringly yummy, the quiche was light and fluffy, and the grand finale of a slice of flourless chocolate cake was divine... we will be back!",5
"Here is another casino that we play at when we're in town. Casino part is ok. It's a little bit cheaper sometimes than the strip but not always the stations casions (this is if you're playing tables). They don't have that many 1 cent slots as the stations casinos. Food here is good. I like the shops that they have outside. Even the movie theater is nice, which is a change of pace if you want to take a break from eating/gambling.",4
"Slow as molasses in an igloo. A line of ten deep took 25 minutes to go through. Also severely overpriced. $25 for a pre-made panini, two croissants and a bottle of water ($5!) yikes.",2
It's 11:30 at night went to check into the hotel after a long 6 hour drive an was denied a hotel room because I dot have a credit card. I explained to to him I had more than enough cash an he questioned me as to why I had so much an told me he couldn't do anything WILL NEVER be staying at a comfort inn ever again,1
"Hands down, best yogurt in all of lv and I assure you, I've been to all of them. The pumpkin pie flavor is BOMB!!!",5
"Service and cleanliness and such were okay, but the food was mediocre compared to other places in town and it was expensive for the low quality and taste they offer. Their BBQ to go for the duck and pork are much better, but this isn't a good dine in place.",2
"I've been to this restaurant a couple times. The food has been fine, service has been slow. This visit can be summed up with two words... frozen salmon. \n\nLiterally served four pieces of frozen salmon sashimi on the plate. Not really cold salmon, frozen solid salmon. I politely pointed it out to the server and she called the manager over who proceeded to lecture me about the salmon. \n\nWell, he certainly made his point... I hope it was worth it. No tip and I'll never be back.",1
"The crowd is not my scene, but they make a strong yet decent tasting long Island. the main draw for me was competitive foosball almost any night of the week. its been a few years though.",2
a cozy breakfast spot similar to dennys or kings minus the shit your pants feeling you get from dennys or kings. ive only eaten breakfast here cant speak on the other foods but if you can make a bomb breakfast lunch and dinner should be similar.,4
"I ordered a Asada Quesadilla. I got a very small quesadilla. No salsa available. Was not fresh and who knows what kind of meat that was. I don't know, but it tasted awful and certainly wasn't steak. I don't know what qualifies them to be a Mexican restaurant, but I was not impressed. Your best tip will be to skip this place.",2
Not a stellar location for Applebee's. I am trying to forget the whole Ricky-Bobby thing and just be subjective. What really loses me here is the menu. Seriously high sodium fatty foods that always taste less than fresh. I have to pass on these guys in the future. \n\nThere is no compelling reason to eat here. Lots of other good options in the area.\n\nThe Reuben is a salty mess.,2
Overall great experience. The mixed seafood ceviche was amazing! I wish the portion was a bit larger. I would definitely come back! I also tried the paella which was also delicious.,4
"For the first time ever I ate at mama ricotta's tonight with my family, I went because my cousin told me it was good. We ate family style and it was pretty good, I wasn't a fan of the caesar salad because the dressing taste like a tangy mayo. Other than that it was pretty tasty food. The service was excellent, our waitress was really nice and very promp. We were in and out really fast, the longest wait we had was to be seated and that was about 10 minutes or so.",3
"I purchased a ring there in Feb 2014 was told it was diamond chips and garnets. Went to have it appraised this week and it is not diamond chips.\nJust got of the phone with the owner who is the most rude and insulting person I have spoken to in a long time!! After, I explained my side...he began yelling me, calling me stupid, making it clear he wasn't going to reimburse me and hung up on me. Really!!??!!",1
"Don't waste your time. Blah food, horrible service, the waiter was very nice but seemed way over worked. The salsa had zero taste, my daughters cheese quesadilla was dripping in grease, they never brought her sour cream, but charged us for it. My husband and I shared fish tacos and they were BLAND, the menu said they came with \""special sauce\"" but when they came there wasn't any sauce, we asked for it but never got it.",1
"Came here with a couple of friends on a Saturday, the layout of the club is nice but the place is too packed, lots of older folks and couples as well. as far as the music goes it was okay but I left after 30 minutes. Waste of 30 dollars in my opinion.",1
"Not sure what all the hype in prior reviews is about. This is one of the dirtiest restaurants I've been in. The food is routine at best. The frying oil was old and made the Mongolian BBQ taste rancid. This place has been reincarnated several times, and each time it gets dirtier and worse. This is far from the best and closer to one of the worst.",1
"Great atmosphere, even better food! We came in for lunch, I had the blt with their homemade chips mmm. Would definitely go back!",4
"Pretty solid Ethiopian food. My only comparisons are Chicago-based, but this was a nice find. (This is really late...so I hope they're around and still serving the same I had - it was awesome!)",4
"I sat at the bar and had the tasting menu with the wine pairing. As is typical with a tasting menu, some items weren't as good as others, but overall this was a fantastic meal. I actually would have preferred slightly smaller portions for some of the courses because I was so incredibly full afterwards. I'd say this is more accurately a 4.5. Great for a special occasion.",4
"Wo, a great place in the airport. Both the breakfast panini and the cappuccino were perfect and the service was incredibly helpful and friendly. I would definitely repeat the visit.",5
"Service was good, however, Denny's makes better food than this place..ordered ribs, was pretty dry. They tried to plate it nicely but it looked more like a hot mess. Not worth $22. Also had fetuccini Alfredo pasta, pasta was over cooked. Sauce taste like canned sauce... Do they care how they serve their food here? \n\nWasn't too impressed with the frozen hot chocolate either. \n\nOutside patio sitting area is pretty dirty as well. Not coming back here..",2
Hotel and room were fine but I was very disappointed that they wouldn't let the shuttle take us to or pick us at the light rail station. The other hotels in the area had their shuttles running without trouble. Probably won't stay here again.,1
"I had the pastrami reuben, it was super delicious. The Nachos are definitely a must have as well! It has a great atmosphere and the service was perfect! Can't wait to go again!",4
"Little expensive for what you get. Food was really good but I found myself spending quite more than I expected too for lunch.\n\nAs a plus side, they claim the Krab is Crab in a California roll, \n\nFood was tasty, just a bit higher priced than I would like.",4
"The veggie burger here is ok, I enjoyed the appetizers more. We had cheese sticks and fried pickles. The atmosphere is interesting--mocking, faux retro-Soviet culture. I guess I need to explain the two stars--if I go to a place that specializes in burgers and they offer a veggie burger I expect it to be something memorable, not two garden burgers in a large bun that I can get pretty much anywhere else.",2
"Hookahs are the draw here. The food is mediocre and the atmosphere quite blah. If smoking sheesha is your thing, there aren't many old town Scottsdale options so this may be your place. My bud ordered lamb tongue and was pretty happy with it. I didn't have the balls to try it, but if you do you may be in for a pleasant adventure.",2
I got pushed here from the flamingo for a night. Even though it's free don't do it. Pay to go elsewhere. Service was terrible. Check in was forever long and there was no expedite for total reward tiers.,1
"Just wanted to put in a plug for their new food cart, on Johnson a little east of Mills. They have squash curry, mango/pineapple curry, and a few sides. This is my new favorite food cart in Madison. Fast service, good prices, and the best curries in Madison (aside from the brick and mortar locations).",5
"Last Time we stayed here, they put us near the Construction area, and after getting in after 4am, the loud banging and noise was not welcome at 8am. \n\nThey also give you a hard time about early Check-Ins, and the pool hours SUCK...\n\nThe Lazy river is great, but the pools were not heated, and we had to deal with a bunch of kids splashing and trashing water all over the place. \n\nA great spot to vacay if you are bringing along Children.",2
Very good dental office. Longtime staff. A good sign. Front desk friendly.\n\nMost services available.\n\nDr Crowley personable and sensitive to patient. No pain. Anxiety management very good.\n\nExcellent hygienists.\n\nI personally have been a patient five years.,5
Ended up here on a whim. We needed a dog friendly patio. The staff was very knowledgeable and friendly. I had the street tacos with sea bass. Amazing! My husband had the bison burger with the kale salad. He loved it. The cocktails were fantastic. I wish Fox would open one here in Tucson.,5
"I love Hungry Howies Pizza. The best part is the crust. They provide a variety of flavors such as ranch, butter cheese, and herb and garlic, three of my favorites. The staff is nice and friendly and my order is always ready by the quoted time. They also usually have deals going on like $8 medium pizzas. I am a definite fan.",5
"I went to this place after I saw the pics from yelp, but when I got there they gave me a total different menu. Apparently they sold the place a few months ago and they no longer sell the same items. their lunch special is about 8-10 dollars. The food took a while to arrive and they told me they run out of some ingredients. I would not recommend this place",1
"Love this place! The ice cream is perfect and the cute atmosphere adds to the experience. I've only tried a couple of flavors, but they were delicious!",5
"They have a good variety on the menu, from oven wood oven baked pizza's to Osso Bucco. Try the Mamma meatball slider to start! Went on a saturday night, it was busy, so i can get noisy.",4
"Came here on a Friday night to have a drink at the prohibition bar located in the casino. I was impressed by how the dealers and dancers in the middle of the floor never stopped shaking and bouncing. It really helped in keeping the energy up in the room. The tables were busy and so was the bar, but the service was still good. Additionally, their vallet is always super nice.",4
"Well, tacos were very good and the sides were....just fair. Patio is nice and drinks are fun. Not sure if I would go back because there are SO many fun places but its fine for a lovely day to sit and enjoy the sun. We had good service and lots of refills of chips and salsa!",3
"My previous visits to this place left me quite unimpressed but recently there seems to have been a marked improvement in the food quality. The ingredients are fresher and the food is tastier. Service is friendly and the place itself remains clean, spacious, and bright as before.",4
"Was looking for a fast meal the other day and stopped by this location for lunch. I didn't want a large meal and didn't have time to sit down and eat a Salad, so I ordered a Chocolate Oreo Frosty & Large Fries, ha!\n\nWhat a great combo.....the Fries were OK and the Chocolate Oreo Frosty was awesome! I really wanted the regular Oreo Frosty, but they were out of Vanilla.....minus 1 Star for that. I was full after this meal, that's all that mattered.\n\nReturn Factor - 40%",2
SO FAST! I went earlier tonight and was so impressed by how fast they made my original acai bowl. I've been to the other locations (Thrive) before and this was by far the fastest service I've had when ordering an acai bowl! LOVED IT,5
"Like this place - friendly staff, huge selection of veg for all you foody needs and really well laid out, so even when its busy you can still get around. The only down side is it can be a little more expensive than some of the other shops around argyle place etc.",3
"I judge Asian bakeries on their Pineapple Bun. And Diamond Bakery doesn't add up to buns I've had in LA (unfair comparison, I know) or even to buns you can find at 168 Market. I tried a while host of other buns and pastries, but The only thing I've had here that I enjoyed are the Steamed Pork Bun. Get them while they're hot, though.",2
"I was very lucky today as I walked in their lunch special was \""MOLE\"" oh my! I love this stuff.. it was $5.99 w/ the delicious side of beans and rice, perfect serving size w/ a warm toritlla... I loved it - I've been in and out of this place for the last 6 years... pretty descent... they are def more traditional than americanized...",4
The Worse Airline Ever....God Forbid if they buy AA they will also screw that airline up forever also.,1
